upi_length,entropy,num_digits,seen_before,report_count,amount_ratio,first_time_user,label
12,1.0,3,1,0,0.746,0,0
38,0.8406,4,0,40,4.487,1,1
16,0.9398,3,1,0,1.104,0,0
24,0.8034,5,1,0,0.773,0,0
9,1.0,0,0,0,0.692,0,0
16,0.9167,2,1,1,1.11,0,0
20,0.7699,8,0,2,4.315,1,1
11,1.0,0,0,0,1.17,1,0
13,0.9167,3,1,0,0.89,1,0
18,0.9474,8,0,4,8.214,1,1
13,1.0,0,1,0,1.05,0,0
15,0.8982,2,1,0,1.119,0,0
11,1.0,3,0,0,2.095,1,0
22,0.9712,4,0,0,8.042,1,1
9,1.0,0,0,0,1.232,0,0
11,1.0,0,0,0,0.554,1,0
9,1.0,0,0,0,0.765,1,0
17,0.8423,8,0,2,3.836,1,1
11,0.8277,0,1,0,0.823,1,0
12,1.0,3,1,0,0.723,0,0
22,0.9375,5,1,0,0.5802,0,0
38,0.8281,1,0,18,3.181,1,1
14,0.9398,3,1,0,1.527,1,0
15,0.9299,2,0,0,0.778,0,0
9,1.0,0,1,0,1.663,0,0
10,0.871,0,1,0,0.675,1,0
13,1.0,0,0,0,1.276,0,0
23,0.874,3,1,3,5.926,1,1
20,0.8337,4,1,0,5.764,1,1
21,0.9317,4,1,0,0.749,0,0
14,0.9167,3,1,0,0.719,0,0
19,0.8949,8,0,2,4.653,1,1
23,0.7768,5,1,0,1.7869,0,0
14,0.871,0,0,0,1.006,0,0
19,0.9584,5,1,0,2.0222,0,0
13,0.8598,3,1,0,1.269,1,0
19,0.9474,8,1,3,10.174,0,1
13,0.8982,0,1,0,2.058,0,0
25,0.9028,4,0,1,1.598,1,1
12,1.0,3,1,0,1.649,1,0
11,0.8982,0,1,1,1.147,0,0
13,1.0,3,1,0,1.275,0,0
36,0.8473,3,1,17,2.807,1,1
18,0.9398,3,0,0,0.645,0,0
17,0.8949,8,0,4,19.023,0,1
18,0.8874,5,0,0,1.381,0,0
14,1.0,3,1,0,1.563,0,0
12,0.9167,3,1,0,1.088,0,0
16,0.875,8,0,3,4.778,0,1
17,0.875,8,0,2,2.569,1,1
13,0.9299,3,0,0,1.113,0,0
12,0.9167,3,1,0,0.519,0,0
16,0.9474,8,0,1,4.112,1,1
16,1.0,0,1,0,1.205,1,0
16,1.0,3,1,1,2.203,1,0
19,0.9317,5,1,0,0.1522,0,0
22,0.9688,5,1,0,2.0351,0,0
11,0.8982,0,1,1,0.466,1,0
15,1.0,5,0,2,5.212,1,1
16,0.8796,3,1,0,1.245,0,0
18,0.8423,8,0,3,9.093,1,1
34,0.8325,5,0,32,11.935,0,1
14,0.9167,3,1,0,1.266,0,0
13,0.7632,3,0,0,0.845,0,0
18,0.8225,8,0,3,4.176,1,1
19,0.8225,8,0,2,1.872,1,1
15,0.9299,3,1,0,1.61,0,0
13,1.0,3,1,0,1.143,0,0
10,1.0,0,1,0,1.311,0,0
10,1.0,2,0,0,1.95,1,0
14,1.0,3,1,0,1.263,1,0
12,0.9167,3,1,0,0.93,0,0
20,0.8596,2,0,2,2.455,1,1
15,0.9299,3,1,0,0.895,0,0
11,0.871,0,1,0,1.189,1,0
17,0.7699,8,0,1,10.274,1,1
18,1.0,2,1,0,1.52,1,0
14,0.9398,3,1,0,0.73,0,0
12,0.871,0,0,0,0.631,1,0
23,0.8934,7,0,6,7.955,1,1
16,1.0,0,0,0,1.173,0,0
9,1.0,0,1,0,1.665,0,0
22,0.8632,5,1,0,2.0636,0,0
18,0.8949,8,1,7,2.22,1,1
15,0.9167,3,1,0,0.884,0,0
20,0.7632,3,1,0,0.857,0,0
16,1.0,0,1,0,0.862,0,0
12,1.0,3,1,0,0.675,0,0
16,0.9474,8,0,1,1.853,0,1
22,0.9688,5,1,0,0.656,0,0
15,1.0,5,0,0,2.292,1,1
16,1.0,0,0,0,1.217,0,0
17,1.0,0,0,1,0.734,0,0
9,1.0,0,1,0,1.112,1,0
16,0.9474,8,0,1,8.792,1,1
17,0.8949,8,0,1,6.841,1,1
19,0.8225,8,0,2,8.139,1,1
34,0.8352,3,0,8,2.995,1,1
10,0.871,0,1,1,0.815,1,0
16,0.8225,8,1,3,2.484,1,1
13,1.0,3,1,0,1.076,0,0
19,0.8423,8,0,2,14.626,1,1
18,0.8423,8,0,2,3.301,1,1
21,0.9535,3,1,3,6.3,1,1
16,0.8423,8,0,3,3.779,1,1
16,1.0,0,0,0,0.884,0,0
13,1.0,3,1,1,1.344,1,0
12,1.0,0,1,0,1.136,0,0
16,0.7372,8,1,0,4.062,1,1
13,0.8982,3,1,0,1.187,0,0
22,0.9659,6,1,1,2.133,1,1
23,0.8164,5,1,0,0.708,0,0
23,0.8401,5,0,1,1.396,1,1
17,0.8796,3,0,0,1.124,0,0
16,1.0,0,1,0,1.092,0,0
17,0.8949,8,0,1,2.254,1,1
20,0.8949,8,0,2,8.296,1,1
14,1.0,3,1,0,0.562,0,0
20,0.8949,8,0,0,3.679,1,1
16,0.8423,8,0,2,0.898,0,1
13,0.9167,2,1,0,1.575,0,0
14,0.9398,3,1,0,0.657,0,0
16,1.0,3,1,0,1.0,1,0
21,0.8733,3,0,0,3.472,1,1
23,0.9028,1,0,4,3.165,1,1
11,1.0,0,1,0,1.464,0,0
17,0.871,0,1,0,0.549,0,0
16,1.0,3,1,0,0.816,0,0
12,0.871,0,0,0,1.044,1,0
16,0.9474,8,0,1,2.767,1,1
15,0.9398,4,0,2,1.752,1,1
20,0.9688,5,1,0,1.5582,0,0
23,0.9375,5,1,0,1.143,0,0
13,1.0,0,1,0,1.514,1,0
14,0.9299,3,1,0,0.503,1,0
14,1.0,3,1,0,1.086,0,0
14,0.8982,2,1,0,1.102,0,0
20,0.8423,8,0,1,5.596,1,1
24,0.8401,5,1,0,1.7819,0,0
12,1.0,3,0,1,0.734,0,0
24,0.8401,5,1,0,0.592,0,0
23,0.925,2,0,3,2.531,1,1
16,0.8796,3,1,0,1.213,0,0
12,1.0,3,0,0,1.323,0,0
12,1.0,3,1,0,1.619,0,0
10,1.0,0,1,0,0.755,0,0
20,0.9625,5,1,0,0.442,0,0
20,0.925,5,1,0,1.0479,0,0
22,0.8438,4,0,2,1.087,0,1
10,1.0,2,0,0,0.691,0,0
25,0.7768,8,0,2,5.09,1,1
22,0.9028,6,0,4,3.585,1,1
20,0.9474,8,0,4,4.815,1,1
19,0.8949,8,0,0,1.327,1,1
18,0.9535,2,0,4,5.629,1,1
17,1.0,5,0,0,4.601,1,1
16,0.8225,8,1,6,9.963,1,1
15,1.0,3,0,0,1.012,0,0
12,0.9167,3,1,0,0.706,0,0
16,1.0,0,1,0,0.863,0,0
13,1.0,0,1,0,0.915,0,0
17,0.9474,8,0,5,2.994,1,1
23,0.8849,5,1,0,1.184,1,0
20,0.8949,8,0,1,10.496,1,1
11,1.0,3,1,0,1.019,0,0
22,0.9317,3,0,1,3.621,1,1
19,0.9584,5,1,0,1.096,0,0
14,1.0,3,1,0,0.871,0,0
12,1.0,0,1,0,0.769,0,0
13,1.0,2,1,0,1.018,0,0
13,1.0,0,0,0,0.804,0,0
19,0.9625,4,0,3,2.466,1,1
16,0.8423,8,0,1,2.873,1,1
17,0.871,0,1,0,0.576,1,0
13,1.0,3,1,0,0.353,0,0
22,0.832,5,0,0,0.763,0,0
14,0.8333,3,1,0,1.006,0,0
10,1.0,0,0,0,1.387,1,0
16,0.8949,4,0,3,2.512,1,1
12,0.871,0,1,0,0.681,0,0
18,0.8753,5,0,0,4.064,1,1
20,0.8976,5,0,0,7.09,1,1
22,0.7447,3,0,4,6.107,1,1
22,0.9375,5,1,0,0.812,0,0
20,0.9299,3,1,0,0.491,0,0
25,0.8834,4,0,0,10.274,1,1
14,1.0,3,1,0,1.925,0,0
13,0.8277,0,1,0,1.009,0,0
11,1.0,3,1,0,0.321,0,0
13,1.0,0,0,0,1.055,1,0
16,0.875,8,1,6,2.718,1,1
8,1.0,0,1,0,1.243,0,0
12,1.0,3,1,0,1.321,1,0
18,1.0,3,1,0,0.931,0,0
16,0.8949,8,0,3,4.006,1,1
19,0.8225,8,1,1,3.466,1,1
10,1.0,0,0,0,0.985,0,0
16,0.8949,8,0,3,2.651,0,1
22,0.9028,6,0,5,2.446,0,1
16,0.9474,8,0,3,9.882,0,1
10,0.871,0,0,0,0.896,0,0
15,1.0,4,0,1,13.624,1,1
32,0.9018,3,0,46,3.815,1,1
13,1.0,0,1,0,1.083,0,0
19,0.8949,8,1,3,1.071,1,1
19,0.8949,8,1,4,2.638,1,1
16,1.0,0,1,0,1.272,0,0
21,0.925,4,0,1,14.814,1,1
24,0.8849,5,1,0,0.4816,0,0
20,0.907,4,0,1,4.311,1,1
10,1.0,0,1,0,1.065,0,0
20,0.7607,5,1,0,0.6067,0,0
17,0.8423,8,0,3,1.804,1,1
21,0.9659,5,1,0,0.1985,0,0
17,0.9535,4,0,2,21.636,1,1
13,1.0,3,1,0,0.53,0,0
16,1.0,0,1,0,0.75,0,0
13,1.0,3,0,0,0.382,0,0
23,0.8164,5,1,0,0.704,0,0
11,1.0,2,1,0,1.4,0,0
34,0.8551,2,0,25,8.446,1,1
20,0.875,2,0,4,3.625,1,1
11,1.0,0,1,1,0.89,0,0
12,1.0,0,0,1,0.81,0,0
11,1.0,0,1,0,0.881,0,0
16,0.8225,8,0,3,1.469,1,1
16,0.8598,3,0,0,1.721,1,0
16,0.8277,0,0,0,1.134,0,0
22,0.8561,3,0,2,3.036,1,1
26,0.8668,7,0,1,8.446,1,1
14,1.0,3,0,0,1.161,1,0
14,1.0,0,1,2,1.616,0,0
10,0.871,0,1,0,1.368,0,0
19,0.9474,8,0,0,5.776,1,1
11,0.871,0,1,0,1.268,1,0
18,0.9474,5,0,3,10.031,1,1
8,1.0,0,1,0,1.192,0,0
10,1.0,0,1,0,1.535,0,0
15,1.0,3,1,0,0.705,1,0
13,0.9299,3,0,0,0.713,0,0
10,1.0,0,0,0,1.081,1,0
11,1.0,0,1,0,1.097,0,0
13,1.0,0,1,0,1.632,0,0
16,0.8949,8,0,4,4.535,1,1
14,1.0,3,1,0,0.412,0,0
17,0.9474,8,0,4,10.622,1,1
11,1.0,0,0,0,1.839,0,0
12,0.9167,3,1,0,1.465,0,0
11,0.8982,0,0,0,1.071,0,0
16,1.0,0,1,0,0.61,0,0
36,0.8623,5,0,57,21.1144,1,1
17,0.8225,8,0,3,11.065,1,1
11,0.8982,0,1,0,1.309,1,0
12,1.0,0,0,0,2.065,1,0
13,1.0,3,1,0,1.427,0,0
8,1.0,0,1,0,0.934,0,0
20,0.925,5,1,0,0.509,0,0
16,0.8277,0,1,0,1.077,1,0
15,0.9299,3,1,0,1.03,1,0
19,0.8225,8,0,0,8.655,0,1
38,0.8281,1,0,18,15.8786,1,1
23,0.8164,5,1,0,1.7155,0,0
20,0.8976,5,0,2,2.243,1,1
16,0.8225,3,0,0,1.976,0,1
26,0.8667,5,1,0,0.6064,0,0
23,0.9375,5,0,3,4.209,1,1
16,0.875,8,0,3,7.293,1,1
14,0.9167,3,1,0,1.107,0,0
9,0.8277,0,1,0,1.041,1,0
12,1.0,0,1,0,1.67,0,0
20,0.8225,8,0,1,5.759,0,1
8,1.0,0,1,0,1.003,0,0
15,0.9167,3,1,0,1.51,0,0
22,0.9317,4,1,0,0.904,1,0
18,0.8982,2,1,0,0.865,0,0
16,0.8949,8,0,3,14.353,0,1
16,0.7699,8,0,1,7.513,1,1
13,0.8982,0,1,0,0.698,1,0
9,1.0,0,1,0,0.949,1,0
12,0.9167,3,1,0,1.717,0,0
16,0.9398,3,0,0,0.812,0,0
19,0.8949,8,0,0,15.462,1,1
10,0.871,0,0,0,1.114,0,0
8,1.0,0,1,0,1.779,0,0
14,0.9299,3,1,0,1.53,1,0
12,1.0,3,1,0,2.877,0,0
20,0.9299,3,0,0,2.986,0,0
19,0.9474,8,0,4,3.385,1,1
18,0.818,3,0,3,2.506,1,1
19,0.9625,6,0,2,3.185,1,1
14,1.0,3,1,1,0.905,0,0
11,0.758,3,1,0,0.801,0,0
16,0.8949,8,0,2,2.831,1,1
20,0.8733,5,1,0,2.0733,0,0
12,1.0,0,1,0,1.364,0,0
24,0.9375,7,1,4,6.638,1,1
21,0.9062,4,0,3,3.244,1,1
16,0.8225,8,0,4,7.429,1,1
17,0.8225,8,0,2,6.366,1,1
22,0.8632,5,1,0,0.415,0,0
20,0.875,8,0,3,4.554,1,1
9,1.0,0,1,0,0.745,1,0
12,0.9167,3,0,0,1.336,0,0
9,1.0,0,1,0,1.312,0,0
16,0.9474,8,0,2,1.78,1,1
20,0.875,8,0,2,1.196,1,1
18,0.8225,8,1,1,5.183,1,1
16,0.8225,8,0,5,8.803,0,1
8,1.0,0,1,0,0.57,0,0
16,0.9474,8,1,4,4.507,1,1
11,1.0,3,1,0,2.25,1,0
16,0.8949,8,0,5,3.85,1,1
18,0.8225,8,0,2,4.869,1,1
11,0.8982,0,0,0,0.655,0,0
23,0.7833,8,0,2,2.434,1,1
16,0.8423,8,0,3,3.124,0,1
14,0.9167,3,0,0,1.584,1,0
16,1.0,4,1,2,3.35,1,1
12,1.0,3,1,0,0.747,0,0
12,0.8982,0,1,0,0.961,0,0
14,1.0,3,1,0,1.19,0,0
14,1.0,3,1,0,0.943,1,0
21,0.9584,4,0,3,14.924,1,1
27,0.9201,7,0,4,1.41,0,1
17,0.9474,2,0,1,4.455,0,1
20,0.8976,7,0,1,1.573,1,1
23,1.0,7,1,3,7.573,1,1
14,0.8796,3,0,0,1.022,0,0
11,1.0,2,1,0,1.361,0,0
8,1.0,0,1,0,0.473,0,0
18,0.8874,5,1,0,1.2928,0,0
16,1.0,0,1,0,1.741,0,0
12,1.0,0,1,0,0.856,0,0
10,0.871,0,0,0,1.693,0,0
13,0.8277,0,0,0,1.031,0,0
14,1.0,3,1,0,1.014,0,0
18,0.9398,3,0,3,3.057,1,1
21,0.9317,5,1,0,2.091,0,0
14,0.9167,3,0,0,1.096,0,0
11,1.0,3,1,0,0.567,0,0
16,0.8423,8,0,3,4.281,1,1
10,1.0,0,1,1,0.529,0,0
15,0.9167,3,1,0,0.779,1,0
16,0.9535,4,1,0,1.254,0,0
12,0.871,0,1,0,1.257,1,0
11,0.8982,0,0,0,1.192,1,0
16,0.8949,8,1,4,7.634,1,1
26,0.842,5,1,0,0.4895,0,0
16,0.9299,3,1,0,1.317,1,0
23,0.9201,3,0,4,4.838,1,1
16,0.9167,3,0,0,1.273,0,0
13,0.9299,3,1,1,0.958,0,0
18,0.8982,2,1,0,1.141,1,0
20,0.875,8,0,2,4.288,1,1
22,0.9137,3,0,2,13.922,1,1
22,0.8849,4,0,2,2.485,1,1
21,0.925,5,0,3,6.059,1,1
22,0.874,6,0,4,10.728,0,1
11,0.8982,0,1,0,0.929,0,0
19,0.8949,8,0,1,0.83,1,1
20,0.8949,8,0,2,6.011,1,1
14,0.8982,0,1,0,0.723,0,0
16,0.8949,8,0,1,2.545,1,1
35,0.8473,6,0,21,20.5019,1,1
9,0.8277,0,1,0,1.611,1,0
13,0.8277,0,0,0,1.544,1,0
20,0.875,8,0,2,0.906,1,1
9,1.0,0,0,0,1.388,1,0
9,1.0,0,1,0,0.462,0,0
19,1.0,3,1,0,1.282,1,0
22,0.9317,5,1,0,0.6388,0,0
10,1.0,0,1,0,0.939,0,0
15,1.0,2,1,2,3.197,1,1
20,0.8976,6,0,3,5.824,1,1
15,1.0,0,0,0,1.352,1,0
22,0.9712,4,0,0,2.674,1,1
14,1.0,3,1,0,1.668,1,0
15,0.9299,3,0,0,1.379,0,0
20,0.925,5,1,0,0.723,1,0
19,0.843,2,0,5,3.672,1,1
21,0.9062,2,0,2,16.131,1,1
9,0.8277,0,0,0,0.66,0,0
18,0.8423,8,1,1,1.678,1,1
15,0.9167,3,1,0,1.795,0,0
16,0.9299,3,1,0,0.791,0,0
21,0.9535,4,0,1,7.164,1,1
10,1.0,0,0,0,0.461,0,0
20,0.9625,5,1,0,1.561,0,0
25,0.8078,5,1,0,1.174,0,0
13,1.0,0,1,0,2.114,0,0
21,0.8164,5,1,0,0.3726,0,0
16,0.8949,8,0,3,3.727,0,1
25,0.842,5,1,0,0.2908,0,0
18,0.8733,5,1,0,0.3905,0,0
11,0.8982,0,1,0,1.983,0,0
14,0.9167,2,0,0,2.041,0,0
11,0.8982,0,0,0,0.894,0,0
17,0.6975,8,0,5,3.695,1,1
19,0.8753,7,0,1,6.577,1,1
11,0.8982,0,1,0,1.047,0,0
13,1.0,3,1,0,1.868,1,0
19,0.9398,3,0,0,4.114,0,1
34,0.8352,3,0,8,18.6761,1,1
17,0.8949,8,0,0,6.648,1,1
11,1.0,2,1,0,1.822,0,0
16,1.0,0,1,0,1.0,0,0
10,1.0,0,1,0,1.169,0,0
9,1.0,0,0,0,1.063,1,0
14,0.8796,3,1,0,1.906,1,0
13,1.0,3,1,0,0.496,0,0
24,0.8849,3,0,1,6.759,1,1
16,0.875,8,0,4,5.154,0,1
11,1.0,3,1,0,0.672,1,0
13,1.0,3,1,0,0.887,1,0
8,1.0,0,1,0,0.693,1,0
13,0.8982,0,1,0,1.978,0,0
11,1.0,0,1,0,0.912,0,0
16,0.8949,8,0,2,2.133,1,1
13,1.0,3,1,0,1.26,0,0
11,1.0,0,1,0,1.095,1,0
13,0.8982,2,1,0,0.83,0,0
21,1.0,5,1,5,4.769,1,1
14,0.9167,3,1,0,1.321,1,0
15,0.9299,3,1,0,1.49,0,0
12,0.9167,3,1,0,1.248,0,0
12,1.0,0,1,0,0.647,1,0
22,0.8294,6,0,5,5.601,1,1
12,1.0,3,1,1,1.247,1,0
16,0.8225,8,0,3,8.448,1,1
11,1.0,0,1,1,0.638,1,0
10,1.0,0,1,0,1.186,0,0
10,1.0,0,1,0,0.906,0,0
19,0.925,3,0,4,3.728,1,1
20,0.9317,2,0,0,1.077,1,1
20,0.925,5,1,0,0.696,1,0
16,0.8949,8,1,3,4.298,1,1
19,1.0,3,1,0,0.599,0,0
18,0.8949,8,0,1,1.343,1,1
12,0.871,0,1,0,0.882,1,0
17,0.8949,8,0,2,2.707,1,1
21,1.0,3,0,2,1.404,1,1
19,1.0,3,0,0,1.935,0,0
12,1.0,0,1,0,1.17,1,0
19,0.8949,8,0,5,4.131,1,1
12,1.0,3,1,0,0.455,0,0
13,0.8982,0,0,0,0.999,1,0
9,0.8277,0,1,0,1.197,1,0
19,0.8423,8,0,3,13.169,1,1
12,0.871,0,1,0,0.952,0,0
14,1.0,3,0,0,0.427,0,0
9,0.8277,0,0,0,0.713,1,0
21,0.8796,3,1,0,1.253,0,0
13,0.8982,0,1,0,1.605,0,0
17,0.8949,2,0,2,15.685,0,1
22,0.9375,5,1,0,0.6372,0,0
11,0.8982,0,1,0,1.289,0,0
21,0.8895,4,0,2,8.446,1,1
16,0.9398,1,1,3,2.519,1,1
16,0.9167,3,1,0,0.736,1,0
12,1.0,0,1,0,2.201,0,0
19,0.9398,1,0,1,3.328,1,1
12,1.0,3,1,1,2.188,0,0
13,0.8982,0,0,1,1.708,1,0
21,0.907,1,0,5,7.503,0,1
13,1.0,3,1,0,1.03,0,0
18,1.0,3,0,0,2.054,0,0
9,0.8277,0,0,0,0.979,0,0
12,0.9167,3,0,0,0.848,1,0
15,0.9167,3,1,1,0.94,0,0
23,0.8934,4,0,2,4.727,1,1
16,0.8949,8,0,3,0.6,1,1
13,0.871,0,1,0,2.231,1,0
15,0.8982,2,1,0,0.578,0,0
13,1.0,3,1,0,1.175,0,0
16,1.0,0,1,0,0.936,1,0
21,0.8632,5,0,4,4.928,1,1
16,0.875,8,0,3,5.871,1,1
11,1.0,0,1,0,1.548,1,0
18,0.8949,8,0,2,2.925,1,1
17,0.8423,8,0,1,2.723,1,1
9,1.0,0,1,0,0.727,0,0
18,1.0,1,0,1,6.554,1,1
23,0.8874,5,0,3,4.614,1,1
12,1.0,3,1,0,1.237,0,0
15,1.0,3,1,0,1.967,1,0
22,0.8632,5,1,0,1.6279,0,0
18,0.8225,8,0,5,10.971,1,1
13,0.8982,0,1,0,0.766,0,0
18,0.8225,8,0,4,7.348,0,1
14,0.8333,3,0,0,1.062,0,0
21,1.0,3,0,5,7.816,1,1
11,1.0,0,1,0,1.105,1,0
8,1.0,0,1,0,0.928,1,0
37,0.811,1,0,58,2.578,1,1
17,0.8949,8,0,4,2.929,1,1
22,0.9375,5,1,0,1.7767,0,0
10,1.0,0,0,0,1.222,0,0
22,0.9584,2,0,2,3.612,1,1
13,1.0,0,1,1,0.59,1,0
19,0.8225,8,1,0,5.092,1,1
9,1.0,0,1,0,2.529,1,0
9,1.0,0,1,0,1.569,0,0
23,0.8567,3,0,5,2.572,1,1
16,0.8225,8,0,3,7.853,1,1
12,1.0,3,1,0,0.858,0,0
18,0.907,4,0,4,2.569,1,1
19,1.0,2,0,5,8.582,1,1
23,0.8164,5,0,0,2.057,0,0
20,0.8499,5,1,0,1.3627,0,0
19,0.9474,5,1,2,4.61,1,1
9,0.8277,0,1,0,0.703,0,0
11,1.0,2,1,0,1.126,0,0
14,0.9398,3,1,0,0.563,0,0
14,0.9167,3,1,0,2.33,0,0
11,1.0,3,1,0,0.732,0,0
17,0.8225,8,0,1,1.31,1,1
13,0.8277,0,1,0,0.547,0,0
24,0.8293,5,1,0,1.7493,0,0
10,0.871,0,1,1,0.474,0,0
18,0.9474,8,0,7,2.054,0,1
14,0.9398,3,1,0,1.321,1,0
9,1.0,0,0,0,0.748,0,0
18,0.8753,2,0,3,4.493,1,1
18,0.8337,5,0,3,4.506,1,1
11,1.0,0,1,0,1.298,1,0
16,1.0,0,1,1,0.975,0,0
15,0.9299,3,0,0,1.15,0,0
17,0.9474,8,0,5,1.851,1,1
19,0.843,4,0,3,3.076,1,1
18,0.9474,8,0,3,9.153,1,1
13,1.0,3,0,1,0.8,1,0
20,0.8874,5,1,0,1.196,0,0
14,0.9167,2,1,0,1.006,0,0
11,1.0,0,1,0,1.165,1,0
12,1.0,2,1,0,0.991,0,0
11,0.8982,0,1,0,1.485,0,0
16,0.8949,8,0,2,1.494,1,1
14,1.0,3,0,0,1.311,1,0
33,0.8695,3,0,50,3.45,1,1
18,0.9584,3,1,1,5.671,1,1
21,0.8164,5,0,0,0.882,0,0
9,1.0,0,0,0,1.726,0,0
19,1.0,3,1,0,0.813,0,0
18,0.9584,2,1,5,12.518,1,1
21,0.9168,3,0,2,1.29,1,1
9,0.8277,0,1,0,1.921,0,0
14,1.0,3,1,0,1.713,1,0
25,0.9062,4,0,5,1.29,1,1
20,1.0,3,1,0,0.77,0,0
11,1.0,0,1,0,0.893,1,0
13,0.8277,0,1,0,1.042,0,0
19,0.9167,3,0,0,0.836,1,0
12,1.0,0,0,0,0.936,0,0
19,0.9584,4,1,0,0.5556,0,0
20,0.9625,5,1,0,1.283,1,0
16,0.8949,8,0,3,1.019,1,1
9,1.0,0,1,0,0.844,0,0
15,0.8982,0,1,1,1.032,0,0
23,0.7482,8,0,1,2.526,1,1
12,1.0,0,1,0,1.528,0,0
17,1.0,3,0,0,0.908,1,0
15,1.0,0,1,1,0.85,0,0
16,0.7699,8,1,3,3.808,1,1
14,0.9167,3,1,0,2.715,1,0
12,1.0,3,0,0,0.721,0,0
9,1.0,0,0,1,0.892,0,0
12,0.9167,3,1,0,0.694,0,0
12,1.0,3,1,1,0.724,0,0
16,0.8225,8,0,1,13.998,1,1
13,1.0,0,1,0,2.234,0,0
15,0.8598,3,1,0,1.552,0,0
16,0.9474,8,0,2,5.989,1,1
23,0.9317,3,0,3,4.741,0,1
34,0.8352,2,0,54,22.4705,1,1
11,0.8277,0,1,0,1.355,0,0
9,1.0,0,1,1,0.991,0,0
16,0.9474,8,0,3,2.003,1,1
20,0.8225,8,0,2,9.694,0,1
17,0.871,0,0,0,1.1,0,0
25,0.842,4,1,0,0.951,0,0
18,1.0,3,0,0,0.699,1,0
24,0.8164,5,0,0,1.045,1,0
17,0.9474,2,1,3,11.757,1,1
10,0.8277,0,0,0,0.996,0,0
16,0.7699,8,0,2,2.44,1,1
10,1.0,0,0,0,0.913,0,0
18,0.7372,8,0,2,1.206,1,1
14,1.0,3,1,0,1.101,0,0
21,0.9659,5,1,0,0.8012,0,0
10,1.0,0,1,0,0.779,1,0
15,0.9299,3,1,1,1.89,1,0
24,0.9028,4,0,1,0.571,1,1
12,1.0,3,1,0,1.069,1,0
16,0.8423,8,0,4,5.846,1,1
14,0.9398,3,0,0,1.13,0,0
20,1.0,3,1,0,0.818,0,0
20,1.0,3,1,0,0.717,0,0
20,0.8225,8,0,3,3.301,1,1
21,0.9317,5,1,0,1.687,0,0
18,0.9168,3,0,1,4.572,1,1
26,0.7743,5,1,0,0.9101,0,0
8,1.0,0,1,0,0.65,1,0
11,1.0,0,1,1,1.539,1,0
20,0.8598,3,0,1,0.654,0,0
12,0.871,0,1,0,0.739,0,0
18,0.8982,0,1,0,0.791,1,0
16,0.8423,8,0,0,10.74,1,1
18,0.818,2,0,2,2.044,1,1
9,1.0,0,1,0,2.123,0,0
14,1.0,3,1,0,0.872,0,0
17,0.8895,3,0,5,3.777,1,1
15,1.0,3,0,0,0.694,0,0
16,0.8333,3,1,1,0.908,0,0
23,0.8301,4,1,2,5.443,0,1
18,0.8874,5,1,0,0.2876,0,0
17,0.9535,1,0,1,1.809,0,1
17,0.9474,8,0,1,9.427,1,1
25,1.0,6,0,1,2.897,1,1
9,1.0,0,0,0,0.545,0,0
23,0.9734,5,0,2,0.825,1,1
23,0.8632,5,0,4,4.647,1,1
16,0.9474,8,1,4,6.598,1,1
11,0.8982,0,1,0,0.648,0,0
10,1.0,0,1,0,0.709,0,0
34,0.8755,2,0,21,16.011,1,1
20,0.8874,5,1,0,1.131,1,0
18,0.9584,2,0,4,2.103,1,1
11,0.8982,0,1,0,1.201,0,0
18,0.8423,8,0,0,1.337,1,1
9,0.8277,0,1,0,0.862,1,0
20,0.9474,8,0,2,2.773,1,1
25,0.91,3,0,2,4.76,1,1
23,0.8452,5,1,0,1.386,1,0
14,1.0,0,1,0,0.753,0,0
17,1.0,0,1,0,1.098,0,0
21,0.8452,5,1,0,1.803,0,0
14,1.0,3,0,0,1.316,0,0
11,1.0,0,1,0,1.852,0,0
19,0.875,8,1,3,3.715,1,1
17,0.9398,3,1,0,1.314,0,0
23,0.9375,5,1,0,1.6957,0,0
14,0.871,0,0,0,0.784,0,0
23,0.9137,6,1,2,7.04,1,1
12,1.0,0,1,0,1.286,1,0
17,0.9474,4,1,0,10.114,1,1
20,0.7699,8,0,2,1.59,1,1
16,0.8949,8,0,4,4.253,1,1
34,0.8695,1,0,20,12.8945,1,1
15,1.0,3,1,1,0.997,1,0
17,1.0,0,1,1,1.413,0,0
20,0.8632,5,1,0,1.9557,0,0
21,0.9062,7,1,2,2.925,1,1
20,0.8949,5,0,0,14.883,1,1
12,0.871,0,1,0,0.683,1,0
33,0.848,2,0,9,9.3858,1,1
36,0.8108,1,0,54,3.861,1,1
20,0.843,5,0,1,12.448,1,1
10,1.0,0,1,1,0.646,1,0
14,1.0,3,1,0,1.788,0,0
12,1.0,0,1,0,1.006,1,0
16,0.8949,8,1,0,1.122,1,1
12,0.9167,3,1,0,1.359,0,0
18,0.925,5,1,0,1.2108,0,0
12,1.0,0,1,0,0.658,1,0
12,1.0,0,1,0,1.732,1,0
16,0.7699,8,0,3,1.978,0,1
23,0.9467,7,0,3,2.008,1,1
11,1.0,0,1,0,1.397,0,0
9,1.0,0,1,0,1.165,0,0
15,0.9167,3,1,0,1.052,0,0
12,1.0,0,1,1,1.018,1,0
11,0.8277,0,1,0,0.809,0,0
13,1.0,0,0,0,1.079,0,0
16,1.0,0,1,0,1.538,0,0
16,0.8225,8,0,5,1.691,1,1
14,1.0,3,1,0,0.455,1,0
