domain_length,digit_count,hyphen_count,known_brand_similarity,tld_risk_score,label
27,11,1,0.5018,0.85,1
8,2,0,0.2893,0.15,0
11,0,0,0.1638,0.1,0
5,0,0,0.0512,0.15,0
7,1,1,0.1461,0.15,0
20,5,4,0.8177,0.85,1
31,10,4,0.7476,0.8,1
10,2,0,0.2429,0.1,0
6,0,0,0.3171,0.15,0
38,9,1,0.6538,0.9,1
6,2,1,0.3658,0.15,0
14,2,0,0.3079,0.1,0
10,2,0,0.1159,0.15,0
32,4,4,0.6104,0.85,1
12,2,0,0.3511,0.15,0
6,0,1,0.186,0.1,0
25,9,2,0.7488,0.9,1
27,8,4,0.5795,0.85,1
15,7,3,0.7284,0.8,1
5,2,1,0.3134,0.1,0
7,1,1,0.305,0.15,0
35,7,3,0.7545,0.85,1
12,0,0,0.3438,0.1,0
38,9,3,0.5482,0.8,1
28,11,5,0.6651,0.85,1
21,8,2,0.9096,0.85,1
7,2,1,0.3513,0.1,0
13,0,0,0.3101,0.1,0
7,2,0,0.2346,0.15,0
9,2,1,0.2209,0.1,0
20,10,5,0.8363,0.85,1
21,7,2,0.5454,0.85,1
11,1,0,0.2432,0.1,0
13,2,0,0.2243,0.1,0
32,6,1,0.9283,0.85,1
13,1,1,0.2022,0.1,0
16,9,1,0.6628,0.9,1
39,5,4,0.848,0.85,1
9,1,1,0.0057,0.1,0
37,9,2,0.821,0.8,1
8,0,1,0.3908,0.1,0
23,10,1,0.646,0.85,1
16,5,2,0.7694,0.85,1
9,0,1,0.0212,0.15,0
12,1,1,0.3475,0.15,0
27,7,5,0.5194,0.85,1
14,1,0,0.0973,0.1,0
28,5,2,0.9213,0.9,1
14,0,1,0.143,0.1,0
15,1,1,0.1336,0.1,0
8,2,1,0.3732,0.15,0
10,0,1,0.3383,0.1,0
13,1,1,0.1272,0.1,0
7,2,1,0.3989,0.15,0
31,3,2,0.9261,0.85,1
39,9,5,0.7997,0.85,1
28,9,5,0.5101,0.9,1
18,9,1,0.6998,0.9,1
34,5,3,0.9305,0.8,1
9,1,1,0.0497,0.15,0
6,0,0,0.3876,0.1,0
8,2,1,0.2664,0.15,0
34,9,4,0.6692,0.85,1
34,12,3,0.8108,0.8,1
38,9,3,0.9311,0.9,1
11,2,0,0.1981,0.1,0
37,9,1,0.871,0.85,1
12,1,1,0.1901,0.15,0
19,7,1,0.6662,0.85,1
38,7,5,0.5591,0.85,1
26,5,5,0.8514,0.9,1
33,6,2,0.8018,0.85,1
21,4,5,0.7814,0.9,1
11,1,1,0.2667,0.1,0
21,10,1,0.6989,0.8,1
6,0,1,0.1878,0.1,0
11,2,1,0.0557,0.1,0
15,8,4,0.6714,0.85,1
30,10,5,0.7685,0.9,1
14,0,1,0.0037,0.15,0
12,1,0,0.3348,0.15,0
7,0,1,0.2688,0.1,0
12,0,0,0.1277,0.1,0
6,2,0,0.0009,0.1,0
9,1,0,0.2071,0.15,0
7,1,1,0.2574,0.1,0
36,8,3,0.5666,0.8,1
10,1,1,0.1284,0.1,0
15,2,0,0.2513,0.15,0
39,6,2,0.6776,0.85,1
19,11,5,0.5948,0.8,1
6,1,0,0.0973,0.1,0
18,3,4,0.8763,0.85,1
5,1,0,0.1379,0.15,0
8,2,1,0.3137,0.1,0
40,10,5,0.7341,0.85,1
10,0,0,0.0324,0.15,0
17,12,2,0.5463,0.9,1
36,8,5,0.741,0.8,1
19,0,2,0.3478,0.85,1
14,1,0,0.3174,0.1,0
8,1,0,0.2805,0.15,0
32,10,4,0.7577,0.85,1
15,0,1,0.3757,0.1,0
11,0,0,0.625,0.1,0
6,1,0,0.0117,0.1,0
12,0,0,0.1312,0.15,0
31,5,4,0.869,0.9,1
23,0,2,0.2667,0.9,1
15,0,0,0.2432,0.1,0
21,3,5,0.6009,0.85,1
33,11,2,0.9051,0.8,1
28,12,1,0.7135,0.8,1
30,7,2,0.5942,0.85,1
28,10,1,0.5525,0.9,1
15,7,3,0.606,0.8,1
15,1,0,0.3362,0.1,0
14,1,0,0.1283,0.1,0
20,12,5,0.9226,0.9,1
36,7,2,0.6701,0.85,1
33,6,2,0.5321,0.85,1
13,0,0,0.114,0.1,0
9,2,0,0.1966,0.1,0
15,0,0,0.1959,0.1,0
15,2,0,0.2113,0.1,0
6,1,1,0.3467,0.15,0
23,8,2,0.5098,0.8,1
13,0,0,0.047,0.15,0
29,3,5,0.87,0.85,1
18,5,1,0.9336,0.85,1
17,8,2,0.7753,0.85,1
8,1,0,0.0577,0.1,0
10,0,1,0.3962,0.15,0
11,0,0,0.1294,0.15,0
10,2,0,0.2341,0.15,0
15,2,0,0.1147,0.1,0
36,11,1,0.8762,0.85,1
33,3,4,0.7843,0.9,1
9,2,0,0.2761,0.1,0
12,0,0,0.1133,0.15,0
6,0,0,0.1588,0.1,0
14,1,0,0.3116,0.1,0
12,2,1,0.3664,0.1,0
8,0,0,0.1958,0.1,0
40,7,1,0.5563,0.85,1
40,5,1,0.5009,0.9,1
13,2,1,0.0051,0.1,0
19,7,4,0.5875,0.85,1
26,11,2,0.7203,0.8,1
8,0,0,0.2636,0.1,0
8,0,0,0.0345,0.1,0
14,2,0,0.0829,0.1,0
10,2,0,0.0239,0.15,0
15,4,3,0.7219,0.85,1
36,3,3,0.5428,0.85,1
28,3,4,0.9339,0.85,1
6,2,0,0.0979,0.15,0
36,8,3,0.6362,0.85,1
27,11,1,0.7993,0.9,1
6,0,0,0.3065,0.1,0
7,1,0,0.2919,0.1,0
33,12,5,0.7582,0.8,1
37,6,1,0.7987,0.9,1
24,12,4,0.8108,0.85,1
8,2,0,0.1165,0.1,0
33,3,5,0.5903,0.8,1
10,0,1,0.3328,0.1,0
26,8,3,0.9381,0.9,1
13,0,0,0.2741,0.1,0
7,2,1,0.3721,0.1,0
29,5,3,0.8447,0.85,1
15,11,3,0.846,0.85,1
15,2,0,0.067,0.1,0
16,10,4,0.7556,0.8,1
10,1,1,0.382,0.1,0
37,7,1,0.7511,0.8,1
20,4,3,0.6232,0.8,1
23,12,1,0.5631,0.8,1
5,0,1,0.2544,0.15,0
9,0,1,0.355,0.15,0
17,9,3,0.5801,0.8,1
15,2,0,0.2873,0.1,0
19,4,3,0.6088,0.8,1
24,7,4,0.5126,0.9,1
7,1,0,0.0084,0.15,0
24,7,4,0.5912,0.85,1
8,1,0,0.2972,0.15,0
14,1,0,0.0373,0.1,0
23,7,4,0.5307,0.8,1
19,9,1,0.785,0.9,1
33,9,5,0.9056,0.85,1
35,12,3,0.7068,0.9,1
14,1,1,0.0948,0.1,0
14,1,0,0.0361,0.1,0
13,2,1,0.2175,0.1,0
18,9,4,0.93,0.9,1
23,12,5,0.6413,0.85,1
8,0,0,0.3708,0.1,0
7,2,1,0.1687,0.15,0
16,0,1,0.72,0.9,1
12,1,0,0.2679,0.1,0
11,2,0,0.2312,0.15,0
15,10,2,0.8372,0.85,1
19,6,2,0.8359,0.85,1
12,1,0,0.1867,0.15,0
38,6,5,0.9495,0.8,1
7,0,1,0.3147,0.1,0
37,6,4,0.713,0.9,1
8,0,0,0.1426,0.1,0
39,4,4,0.5728,0.85,1
11,1,1,0.2682,0.15,0
9,0,0,0.0111,0.1,0
32,11,2,0.7085,0.8,1
24,3,1,0.6089,0.85,1
35,8,4,0.5801,0.85,1
25,3,2,0.9197,0.85,1
7,2,1,0.0297,0.1,0
13,0,1,0.0924,0.15,0
12,0,1,0.2205,0.1,0
10,2,0,0.3736,0.1,0
15,0,0,0.3851,0.1,0
5,2,1,0.2723,0.1,0
15,0,0,0.385,0.15,0
15,5,1,0.5596,0.8,1
16,6,1,0.8627,0.8,1
35,7,3,0.5647,0.85,1
14,1,1,0.1429,0.15,0
6,0,0,0.1957,0.15,0
19,9,3,0.7109,0.9,1
5,0,1,0.114,0.1,0
34,3,5,0.5266,0.85,1
34,8,4,0.8693,0.9,1
7,1,0,0.2565,0.1,0
40,4,3,0.7945,0.8,1
8,0,0,0.0404,0.1,0
14,2,1,0.3921,0.1,0
11,1,1,0.1741,0.1,0
11,2,1,0.2761,0.15,0
22,5,3,0.9226,0.85,1
6,2,0,0.2022,0.15,0
12,0,0,0.5882,0.9,1
36,8,3,0.687,0.85,1
24,3,4,0.8647,0.85,1
31,12,5,0.6133,0.85,1
15,2,0,0.361,0.1,0
27,4,4,0.7152,0.85,1
8,1,0,0.0481,0.15,0
8,2,1,0.3042,0.1,0
10,1,0,0.2083,0.1,0
12,2,1,0.2495,0.1,0
23,3,4,0.7646,0.85,1
9,0,1,0.074,0.1,0
19,3,1,0.6401,0.85,1
24,5,1,0.6343,0.8,1
22,10,4,0.5663,0.85,1
25,7,1,0.9114,0.85,1
7,2,1,0.2104,0.15,0
18,10,3,0.808,0.8,1
32,11,1,0.5937,0.85,1
22,8,5,0.8079,0.8,1
27,12,4,0.9384,0.8,1
12,2,0,0.056,0.1,0
9,2,0,0.1717,0.1,0
9,1,0,0.0525,0.1,0
40,9,1,0.6233,0.85,1
38,9,3,0.8514,0.9,1
13,0,1,0.327,0.1,0
17,11,3,0.5653,0.85,1
30,11,3,0.8148,0.85,1
26,7,4,0.8934,0.85,1
6,0,0,0.3026,0.1,0
37,12,2,0.5032,0.8,1
39,4,3,0.8795,0.85,1
11,1,1,0.2801,0.1,0
7,1,1,0.2159,0.1,0
15,1,0,0.0428,0.1,0
27,6,4,0.5287,0.8,1
17,5,3,0.661,0.9,1
34,7,4,0.5134,0.85,1
10,0,0,0.1817,0.1,0
40,12,4,0.6524,0.85,1
39,9,4,0.7538,0.85,1
5,0,0,0.2179,0.1,0
37,4,3,0.8912,0.85,1
12,1,1,0.1309,0.15,0
6,2,1,0.3504,0.15,0
9,1,0,0.3323,0.1,0
15,12,4,0.9465,0.85,1
32,7,4,0.777,0.8,1
15,8,3,0.6607,0.9,1
32,10,2,0.7762,0.85,1
12,2,0,0.0038,0.1,0
13,0,1,0.1147,0.15,0
5,0,1,0.0009,0.1,0
12,0,0,0.3665,0.1,0
9,0,0,0.5,0.2,1
7,1,0,0.0714,0.1,0
23,11,3,0.7299,0.9,1
11,0,0,0.0047,0.1,0
34,10,4,0.766,0.85,1
15,2,0,0.3089,0.1,0
17,12,1,0.6086,0.85,1
9,2,1,0.3771,0.15,0
20,7,5,0.625,0.9,1
14,0,1,0.1913,0.1,0
9,0,0,0.2047,0.1,0
35,8,4,0.7387,0.9,1
11,1,1,0.0405,0.15,0
11,0,1,0.2208,0.15,0
17,4,2,0.7299,0.8,1
6,2,0,0.2898,0.1,0
40,7,2,0.5443,0.85,1
9,0,0,0.1093,0.1,0
10,2,1,0.3382,0.15,0
30,5,2,0.5295,0.8,1
36,12,1,0.65,0.85,1
12,2,1,0.2407,0.15,0
9,1,1,0.1487,0.15,0
25,10,4,0.7076,0.85,1
10,0,0,0.2769,0.1,0
15,2,0,0.1333,0.15,0
9,1,0,0.0684,0.1,0
5,1,0,0.1819,0.15,0
11,0,0,0.0517,0.1,0
7,0,1,0.1489,0.15,0
8,0,0,0.0567,0.1,0
21,11,2,0.5118,0.8,1
25,4,2,0.7594,0.85,1
7,1,1,0.3639,0.1,0
33,5,3,0.5764,0.8,1
7,1,0,0.3157,0.1,0
38,5,4,0.694,0.85,1
12,0,0,0.2811,0.1,0
36,11,4,0.8567,0.9,1
38,5,2,0.8764,0.9,1
5,0,1,0.2338,0.15,0
27,0,2,0.2353,0.2,1
27,11,3,0.8247,0.85,1
17,8,5,0.5288,0.9,1
18,11,5,0.617,0.85,1
15,1,0,0.0076,0.15,0
14,2,0,0.1286,0.1,0
25,5,2,0.736,0.8,1
6,1,0,0.2708,0.1,0
7,1,1,0.0788,0.1,0
5,2,1,0.2579,0.1,0
13,1,1,0.0784,0.15,0
14,2,0,0.1701,0.15,0
24,11,5,0.6126,0.85,1
13,1,1,0.3488,0.15,0
31,11,3,0.8405,0.9,1
17,0,2,0.5217,0.2,1
13,1,0,0.3754,0.1,0
15,2,0,0.1679,0.1,0
25,10,1,0.5603,0.85,1
34,7,4,0.6479,0.85,1
40,3,5,0.8504,0.9,1
30,12,2,0.9376,0.9,1
8,2,0,0.2359,0.1,0
33,10,4,0.7821,0.85,1
29,9,5,0.8267,0.85,1
22,10,1,0.8078,0.85,1
39,5,1,0.5979,0.85,1
31,7,2,0.8456,0.85,1
28,8,1,0.6786,0.9,1
26,9,2,0.8148,0.85,1
6,1,0,0.1237,0.15,0
30,8,2,0.6996,0.85,1
8,2,1,0.1438,0.15,0
15,2,1,0.2491,0.15,0
20,7,5,0.7974,0.9,1
32,9,5,0.8443,0.85,1
38,5,1,0.7709,0.85,1
32,12,2,0.8195,0.85,1
7,0,0,0.0883,0.1,0
13,2,1,0.179,0.1,0
30,7,5,0.6543,0.85,1
5,0,0,0.3164,0.15,0
13,2,1,0.0619,0.1,0
12,2,1,0.1793,0.1,0
17,10,1,0.5688,0.85,1
14,1,0,0.2008,0.1,0
5,1,1,0.041,0.15,0
35,11,2,0.9149,0.85,1
15,0,0,0.2644,0.1,0
21,4,2,0.828,0.85,1
30,11,4,0.5805,0.85,1
40,3,1,0.6451,0.85,1
26,12,3,0.657,0.8,1
5,0,0,0.2611,0.1,0
9,1,0,0.3341,0.15,0
19,6,2,0.6354,0.85,1
23,10,1,0.928,0.85,1
25,12,5,0.7721,0.8,1
5,0,1,0.3515,0.1,0
31,11,4,0.7637,0.8,1
5,1,0,0.2548,0.1,0
19,0,2,0.3333,0.9,1
5,0,1,0.369,0.15,0
19,7,1,0.641,0.9,1
36,9,3,0.5181,0.9,1
30,8,5,0.8416,0.9,1
19,10,2,0.6904,0.8,1
8,1,0,0.0839,0.1,0
5,2,0,0.2075,0.15,0
20,8,4,0.8168,0.85,1
24,8,5,0.9292,0.8,1
21,0,2,0.3846,0.85,1
8,0,0,0.0037,0.15,0
15,4,2,0.835,0.85,1
21,10,2,0.5661,0.85,1
12,2,0,0.3196,0.15,0
28,9,4,0.6913,0.85,1
6,2,1,0.3451,0.15,0
15,2,1,0.0374,0.1,0
25,9,3,0.5938,0.8,1
29,3,2,0.5902,0.9,1
9,0,0,0.317,0.1,0
7,1,1,0.1074,0.1,0
35,5,4,0.9496,0.9,1
20,11,5,0.7829,0.85,1
15,2,0,0.1654,0.1,0
13,1,0,0.3682,0.1,0
20,3,3,0.6109,0.8,1
22,10,3,0.5166,0.8,1
22,4,5,0.5235,0.9,1
13,1,0,0.145,0.1,0
7,1,1,0.2819,0.15,0
33,5,2,0.891,0.9,1
19,0,2,0.3478,0.2,1
28,6,5,0.6024,0.85,1
9,1,0,0.169,0.15,0
38,5,5,0.7571,0.85,1
34,7,2,0.5401,0.85,1
8,2,1,0.2796,0.1,0
12,2,1,0.217,0.15,0
17,9,5,0.5292,0.8,1
12,2,1,0.0589,0.1,0
19,9,2,0.8882,0.85,1
38,11,5,0.7817,0.85,1
29,12,1,0.6645,0.9,1
13,2,0,0.1876,0.1,0
7,2,0,0.0655,0.1,0
37,8,3,0.8247,0.85,1
7,2,1,0.3479,0.1,0
6,2,1,0.0101,0.15,0
19,7,5,0.6025,0.85,1
23,9,2,0.5189,0.85,1
15,12,3,0.9287,0.9,1
5,1,0,0.1178,0.15,0
18,7,4,0.7238,0.9,1
7,0,0,0.3921,0.15,0
27,10,3,0.7885,0.85,1
15,9,2,0.7064,0.85,1
12,0,0,0.2589,0.1,0
13,0,1,0.1387,0.1,0
20,10,5,0.8712,0.8,1
9,2,0,0.1003,0.1,0
27,9,4,0.52,0.9,1
30,10,3,0.6015,0.9,1
31,5,2,0.8261,0.8,1
5,0,0,0.0057,0.15,0
15,0,1,0.1864,0.15,0
24,12,3,0.692,0.9,1
5,1,1,0.2062,0.15,0
15,3,1,0.8481,0.9,1
13,0,1,0.051,0.1,0
16,4,1,0.7878,0.85,1
12,1,0,0.2428,0.1,0
24,4,3,0.755,0.8,1
13,1,1,0.2462,0.1,0
6,1,1,0.1256,0.15,0
16,10,4,0.8198,0.9,1
19,6,5,0.5584,0.9,1
13,2,0,0.0821,0.1,0
9,0,0,0.2313,0.1,0
13,1,1,0.3405,0.15,0
15,1,0,0.0611,0.1,0
37,12,1,0.6771,0.85,1
23,4,2,0.5115,0.8,1
11,0,0,0.0703,0.15,0
7,0,1,0.3202,0.1,0
10,2,0,0.3832,0.1,0
23,0,2,0.2963,0.5,1
34,5,4,0.7292,0.8,1
28,12,5,0.8823,0.8,1
19,11,5,0.6415,0.85,1
12,2,0,0.1881,0.15,0
38,12,1,0.6568,0.8,1
15,0,1,0.2841,0.1,0
35,10,5,0.5562,0.85,1
6,2,0,0.1352,0.15,0
5,0,1,0.1753,0.1,0
18,8,1,0.85,0.85,1
7,2,0,0.0164,0.15,0
37,12,2,0.585,0.9,1
39,4,3,0.9307,0.85,1
5,0,1,0.2026,0.15,0
11,0,1,0.3158,0.1,0
8,1,1,0.1634,0.15,0
16,12,1,0.6263,0.85,1
15,1,0,0.2092,0.1,0
16,10,5,0.7185,0.8,1
24,7,1,0.6338,0.8,1
6,0,1,0.1957,0.1,0
6,1,0,0.2952,0.1,0
26,0,2,0.4242,0.9,1
11,0,0,0.625,0.85,1
7,2,1,0.0897,0.1,0
23,11,5,0.7887,0.9,1
23,7,3,0.747,0.9,1
8,1,0,0.3346,0.15,0
16,0,2,0.3478,0.5,1
10,1,0,0.2296,0.15,0
10,2,1,0.0402,0.1,0
6,2,1,0.009,0.1,0
33,9,5,0.5128,0.9,1
31,4,3,0.749,0.85,1
7,1,1,0.3527,0.1,0
20,3,1,0.8367,0.85,1
33,3,2,0.5692,0.85,1
14,0,1,0.1283,0.15,0
13,1,0,0.0005,0.1,0
30,4,3,0.6583,0.9,1
8,0,0,0.1402,0.1,0
25,6,4,0.6916,0.8,1
14,1,1,0.0709,0.15,0
15,0,1,0.1635,0.1,0
23,5,5,0.6264,0.85,1
10,0,0,0.9474,0.9,1
15,11,3,0.7215,0.8,1
33,9,5,0.6117,0.85,1
17,9,1,0.8737,0.85,1
13,0,1,0.3983,0.1,0
6,0,0,0.3576,0.1,0
12,2,0,0.0283,0.1,0
25,11,5,0.5866,0.85,1
18,0,2,0.56,0.5,1
20,11,1,0.5748,0.8,1
8,2,1,0.3348,0.1,0
29,10,1,0.5148,0.85,1
14,0,1,0.3917,0.1,0
32,9,3,0.7898,0.9,1
10,1,1,0.2494,0.1,0
9,0,0,0.1491,0.1,0
5,0,1,0.2787,0.1,0
8,0,0,0.2951,0.1,0
13,2,0,0.1783,0.1,0
12,1,0,0.047,0.1,0
11,0,0,0.1461,0.1,0
15,2,0,0.346,0.1,0
8,2,0,0.3747,0.1,0
27,7,4,0.5236,0.85,1
22,0,2,0.4828,0.5,1
19,9,4,0.8021,0.9,1
15,1,1,0.3598,0.1,0
10,0,0,0.0882,0.1,0
11,1,1,0.2716,0.1,0
14,2,1,0.186,0.1,0
34,9,4,0.6731,0.9,1
13,0,0,0.105,0.1,0
38,3,1,0.7338,0.8,1
20,8,1,0.8144,0.8,1
29,12,1,0.7548,0.8,1
24,6,4,0.8408,0.85,1
40,11,3,0.7151,0.85,1
27,6,1,0.7496,0.8,1
23,6,1,0.5107,0.85,1
9,1,1,0.2153,0.15,0
15,0,0,0.0952,0.1,0
18,11,3,0.7635,0.85,1
12,0,1,0.0591,0.15,0
5,0,1,0.0651,0.1,0
14,0,0,0.3904,0.1,0
27,0,2,0.2353,0.5,1
15,2,1,0.1591,0.15,0
12,1,1,0.2325,0.15,0
6,0,0,0.0208,0.1,0
10,1,1,0.2095,0.1,0
29,9,1,0.9094,0.8,1
11,0,0,0.1798,0.1,0
10,2,1,0.2493,0.1,0
15,1,0,0.0041,0.1,0
14,2,0,0.3627,0.1,0
12,0,1,0.2733,0.1,0
15,11,5,0.796,0.9,1
28,9,4,0.5125,0.85,1
9,1,1,0.1553,0.1,0
16,9,2,0.918,0.85,1
11,1,1,0.1502,0.1,0
5,0,1,0.2339,0.1,0
32,3,4,0.8025,0.85,1
19,4,1,0.9392,0.85,1
9,1,0,0.3881,0.1,0
24,12,1,0.5239,0.85,1
6,1,1,0.0824,0.1,0
5,1,1,0.2051,0.1,0
23,3,1,0.7327,0.9,1
11,2,0,0.0299,0.1,0
27,4,5,0.8384,0.9,1
6,0,0,0.1996,0.1,0
15,2,0,0.2886,0.15,0
11,0,0,0.1052,0.1,0
33,9,1,0.7518,0.9,1
12,0,0,0.0053,0.1,0
37,5,4,0.7522,0.8,1
24,0,2,0.5455,0.5,1
22,9,4,0.8832,0.85,1
5,2,0,0.4,0.1,0
29,11,3,0.5258,0.85,1
38,5,2,0.76,0.85,1
5,1,1,0.0286,0.1,0
15,7,4,0.7303,0.9,1
5,0,0,0.1664,0.15,0
12,2,1,0.3295,0.1,0
35,10,3,0.8462,0.85,1
6,2,0,0.2155,0.15,0
8,2,1,0.3987,0.15,0
5,1,0,0.0411,0.15,0
15,2,1,0.0759,0.15,0
17,4,3,0.895,0.85,1
40,4,5,0.8964,0.85,1
27,6,1,0.7119,0.8,1
10,2,1,0.2823,0.1,0
15,1,1,0.2785,0.1,0
30,5,1,0.646,0.8,1
15,7,4,0.7706,0.8,1
9,0,0,0.4444,0.5,1
29,5,3,0.7978,0.8,1
31,8,3,0.6744,0.8,1
15,2,1,0.3757,0.1,0
30,6,4,0.5351,0.8,1
32,10,1,0.5585,0.8,1
12,0,1,0.3843,0.15,0
33,10,3,0.5509,0.8,1
29,4,2,0.7667,0.85,1
9,0,0,0.2826,0.1,0
7,0,0,0.3476,0.1,0
9,2,1,0.3708,0.15,0
10,1,1,0.3266,0.1,0
13,1,1,0.19,0.1,0
5,1,1,0.2292,0.15,0
11,1,1,0.1154,0.1,0
7,2,1,0.1492,0.1,0
11,2,1,0.3863,0.1,0
5,0,1,0.2388,0.15,0
20,12,1,0.5064,0.8,1
9,1,0,0.2969,0.1,0
15,9,2,0.6506,0.85,1
10,0,0,0.1108,0.1,0
22,7,4,0.7184,0.8,1
35,10,2,0.5014,0.9,1
13,1,0,0.0338,0.1,0
13,0,0,0.0658,0.15,0
40,8,5,0.8221,0.85,1
11,2,0,0.1219,0.15,0
30,8,2,0.7829,0.8,1
24,11,4,0.519,0.85,1
26,12,3,0.6282,0.85,1
25,4,2,0.768,0.9,1
8,2,1,0.38,0.1,0
12,2,1,0.3284,0.15,0
15,0,0,0.3052,0.15,0
39,6,3,0.663,0.85,1
40,6,3,0.9423,0.8,1
6,0,1,0.3257,0.1,0
10,0,0,0.2369,0.15,0
32,8,1,0.7707,0.8,1
15,0,1,0.0622,0.1,0
16,8,2,0.7119,0.85,1
17,6,4,0.7188,0.85,1
15,1,1,0.0882,0.1,0
33,6,4,0.6238,0.9,1
27,8,1,0.8926,0.9,1
12,1,0,0.1579,0.15,0
6,0,1,0.3482,0.1,0
16,8,1,0.7758,0.9,1
21,9,3,0.8471,0.85,1
6,1,1,0.1814,0.1,0
35,9,4,0.5071,0.85,1
8,2,1,0.0934,0.1,0
10,1,1,0.3281,0.1,0
18,9,3,0.824,0.85,1
8,2,0,0.228,0.1,0
17,12,5,0.7235,0.85,1
29,11,4,0.9002,0.8,1
9,1,0,0.172,0.15,0
14,2,0,0.0685,0.15,0
30,6,2,0.5488,0.85,1
13,0,0,0.3644,0.1,0
7,1,0,0.0723,0.1,0
40,9,1,0.5972,0.9,1
14,1,1,0.3876,0.1,0
10,2,0,0.3131,0.1,0
12,2,0,0.1519,0.15,0
32,10,1,0.6742,0.8,1
12,0,0,0.0602,0.1,0
10,2,1,0.1297,0.15,0
14,1,1,0.0877,0.1,0
20,10,1,0.8123,0.8,1
22,7,1,0.6616,0.85,1
7,1,1,0.2102,0.1,0
25,9,5,0.5115,0.8,1
38,6,1,0.5345,0.9,1
25,3,1,0.7173,0.9,1
29,0,2,0.2941,0.2,1
37,6,2,0.9345,0.9,1
22,10,2,0.5181,0.85,1
19,9,1,0.6104,0.9,1
15,1,1,0.3677,0.15,0
5,2,0,0.2869,0.15,0
25,10,1,0.5407,0.9,1
24,7,4,0.619,0.8,1
9,0,1,0.1554,0.1,0
20,6,3,0.6476,0.9,1
17,3,3,0.5691,0.85,1
5,0,0,0.1826,0.1,0
9,1,0,0.2517,0.1,0
6,2,0,0.2773,0.1,0
15,1,1,0.0461,0.1,0
29,3,1,0.7875,0.8,1
26,8,5,0.6296,0.9,1
9,2,0,0.2388,0.1,0
9,2,1,0.1844,0.15,0
23,0,2,0.2963,0.2,1
23,9,3,0.8037,0.85,1
7,2,1,0.2534,0.1,0
34,9,2,0.8702,0.8,1
15,1,1,0.3077,0.15,0
35,9,3,0.7457,0.9,1
10,1,1,0.3665,0.1,0
32,4,1,0.5901,0.85,1
15,1,1,0.1092,0.15,0
11,2,0,0.1612,0.1,0
10,2,0,0.2265,0.1,0
9,0,1,0.3912,0.1,0
30,5,5,0.7169,0.8,1
31,8,4,0.6594,0.8,1
11,2,0,0.2966,0.1,0
20,9,2,0.6673,0.8,1
9,1,1,0.1574,0.1,0
8,0,0,0.1634,0.1,0
29,5,2,0.68,0.85,1
28,9,4,0.8591,0.85,1
21,6,5,0.7212,0.85,1
10,1,1,0.0364,0.1,0
11,1,0,0.0653,0.15,0
21,12,5,0.7276,0.85,1
30,3,3,0.8652,0.85,1
10,2,1,0.187,0.15,0
25,7,3,0.8084,0.85,1
25,8,2,0.8552,0.9,1
9,0,0,0.3829,0.1,0
25,6,4,0.8718,0.9,1
15,0,0,0.0193,0.1,0
15,2,1,0.2108,0.1,0
39,12,2,0.861,0.85,1
11,1,1,0.1469,0.1,0
35,10,3,0.7497,0.85,1
19,4,1,0.6205,0.85,1
15,5,1,0.6093,0.9,1
23,11,2,0.5255,0.9,1
11,1,0,0.3051,0.1,0
9,0,1,0.3821,0.1,0
25,12,4,0.9396,0.9,1
28,10,3,0.841,0.8,1
14,2,0,0.1669,0.15,0
39,12,5,0.8636,0.85,1
6,2,0,0.1506,0.1,0
26,7,2,0.654,0.85,1
7,1,1,0.3081,0.1,0
34,8,1,0.9113,0.9,1
14,1,1,0.0203,0.1,0
12,1,0,0.21,0.1,0
23,11,3,0.8359,0.85,1
26,11,2,0.6552,0.85,1
23,5,4,0.7494,0.85,1
24,7,1,0.5831,0.9,1
12,0,1,0.3945,0.1,0
14,0,0,0.2104,0.15,0
25,6,3,0.7053,0.85,1
38,3,5,0.862,0.85,1
17,11,1,0.817,0.9,1
11,0,0,0.625,0.2,1
14,2,0,0.0945,0.1,0
34,12,1,0.704,0.8,1
19,12,1,0.6401,0.8,1
18,3,2,0.6705,0.85,1
9,2,0,0.3699,0.15,0
9,0,1,0.1329,0.15,0
12,0,1,0.0874,0.1,0
32,4,1,0.8064,0.8,1
5,1,1,0.0942,0.1,0
39,5,3,0.825,0.8,1
11,1,1,0.3184,0.1,0
20,8,2,0.7586,0.8,1
21,4,1,0.8132,0.9,1
18,0,2,0.3636,0.85,1
15,1,0,0.3442,0.1,0
15,2,0,0.2937,0.1,0
11,2,1,0.3426,0.15,0
15,0,0,0.3341,0.1,0
12,1,1,0.2328,0.15,0
11,1,1,0.0509,0.15,0
8,0,1,0.3674,0.15,0
21,9,3,0.669,0.8,1
7,0,0,0.2033,0.1,0
29,12,5,0.6229,0.85,1
17,6,3,0.5632,0.8,1
7,2,0,0.37,0.15,0
29,0,2,0.2941,0.9,1
34,7,2,0.5292,0.85,1
25,7,4,0.6803,0.9,1
11,1,1,0.1364,0.1,0
24,10,3,0.8543,0.85,1
7,0,1,0.1542,0.1,0
34,10,4,0.5782,0.85,1
25,4,3,0.531,0.9,1
22,12,3,0.6777,0.85,1
40,11,2,0.9054,0.9,1
25,4,5,0.8447,0.8,1
9,0,1,0.0372,0.15,0
32,8,4,0.9156,0.85,1
21,8,4,0.5489,0.85,1
12,0,0,0.0755,0.1,0
5,2,0,0.3932,0.15,0
26,11,1,0.7947,0.9,1
